path,guid,author,name,version,new_name,size
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ane gun cov v1.0.zipmod,Ane gun cov,gdc,Ane gun cov,1.0,[gdc] Ane gun cov v1.0.zipmod,4.04
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ane gun v1.0.zipmod,Ane gun,gdc,Ane gun,1.0,[gdc] Ane gun v1.0.zipmod,5.75
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ane hat v1.0.zipmod,Ane hat,gdc,Ane hat,1.0,[gdc] Ane hat v1.0.zipmod,3.56
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ane Top v1.0.zipmod,Ane Top,gdc,Ane Top,1.0,[gdc] Ane Top v1.0.zipmod,4.47
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Angel Boots v1.0.zipmod,Angel Boots,gdc,Angel Boots,1.0,[gdc] Angel Boots v1.0.zipmod,5.78
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Angel pants v1.0.zipmod,Angel pants,gdc,Angel pants,1.0,[gdc] Angel pants v1.0.zipmod,3.53
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Angel top v1.0.zipmod,Angel top,gdc,Angel top,1.0,[gdc] Angel top v1.0.zipmod,5.86
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Angelina Hair v1.0.zipmod,Angelina Hair,gdc,Angelina Hair,1.0,[gdc] Angelina Hair v1.0.zipmod,8.53
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Angelina heart bun v1.0.zipmod,Angelina heart bun,gdc,Angelina heart bun,1.0,[gdc] Angelina heart bun v1.0.zipmod,13.98
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aragnid  arms v1.0.zipmod,Aragnid  arms,gdc,Aragnid  arms,1.0,[gdc] Aragnid  arms v1.0.zipmod,7.92
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aragnid  Mask v1.0.zipmod,Aragnid  Mask,gdc,Aragnid  Mask,1.0,[gdc] Aragnid  Mask v1.0.zipmod,3.55
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aragnid top gloves v1.0.zipmod,Aragnid top gloves,gdc,Aragnid top gloves,1.0,[gdc] Aragnid top gloves v1.0.zipmod,7.59
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aragnid top Heels v1.0.zipmod,Aragnid top Heels,gdc,Aragnid top Heels,1.0,[gdc] Aragnid top Heels v1.0.zipmod,5.27
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aragnid top neck v1.0.zipmod,Aragnid top neck,gdc,Aragnid top neck,1.0,[gdc] Aragnid top neck v1.0.zipmod,4.77
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aragnid top v1.0.zipmod,Aragnid top,gdc,Aragnid top,1.0,[gdc] Aragnid top v1.0.zipmod,9.23
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ariel bra v1.0.zipmod,Ariel bra,gdc,Ariel bra,1.0,[gdc] Ariel bra v1.0.zipmod,2.68
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] arm binder v1.0.zipmod,arm binder,gdc,arm binder,1.0,[gdc] arm binder v1.0.zipmod,6.44
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Asari lingerie v1.0.0.zipmod,Asari lingerie,gdc,Asari lingerie,1.0.0,[gdc] Asari lingerie v1.0.0.zipmod,1.99
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] ASGARD BOOTS v1.0.0.zipmod,ASGARD BOOTS,gdc,ASGARD BOOTS,1.0.0,[gdc] ASGARD BOOTS v1.0.0.zipmod,2.28
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] ASGARD jeans v1.0.0.zipmod,ASGARD jeans,gdc,ASGARD jeans,1.0.0,[gdc] ASGARD jeans v1.0.0.zipmod,4.77
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Asgard Staff 2_acc v1.0.0.zipmod,Asgard Staff 2_acc,gdc,Asgard Staff 2_acc,1.0.0,[gdc] Asgard Staff 2_acc v1.0.0.zipmod,2.74
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] ASGARD top v1.0.0.zipmod,ASGARD top,gdc,ASGARD top,1.0.0,[gdc] ASGARD top v1.0.0.zipmod,15.74
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Atlas Outfit boots female v1.0.zipmod,Atlas Outfit boots female,gdc,Atlas Outfit boots female,1.0,[gdc] Atlas Outfit boots female v1.0.zipmod,7.43
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Atlas Outfit boots v1.0.zipmod,Atlas Outfit boots,gdc,Atlas Outfit boots,1.0,[gdc] Atlas Outfit boots v1.0.zipmod,7.42
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Atlas Outfit pants female v1.0.zipmod,Atlas Outfit pants female,gdc,Atlas Outfit pants female,1.0,[gdc] Atlas Outfit pants female v1.0.zipmod,8.23
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Atlas Outfit pants v1.0.zipmod,Atlas Outfit pants,gdc,Atlas Outfit pants,1.0,[gdc] Atlas Outfit pants v1.0.zipmod,8.25
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Atlas Outfit top female v1.0.zipmod,Atlas Outfit top female,gdc,Atlas Outfit top female,1.0,[gdc] Atlas Outfit top female v1.0.zipmod,18.91
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Atlas Outfit top v1.0.zipmod,Atlas Outfit top,gdc,Atlas Outfit top,1.0,[gdc] Atlas Outfit top v1.0.zipmod,18.84
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura bracelet L v1.0.zipmod,Aura bracelet L,gdc,Aura bracelet L,1.0,[gdc] Aura bracelet L v1.0.zipmod,5.27
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura bracelet v1.0.zipmod,Aura bracelet,gdc,Aura bracelet,1.0,[gdc] Aura bracelet v1.0.zipmod,5.22
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura hait tails_acc v1.0.zipmod,Aura hait tails_acc,gdc,Aura hait tails_acc,1.0,[gdc] Aura hait tails_acc v1.0.zipmod,1.47
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura jeans v1.0.zipmod,Aura jeans,gdc,Aura jeans,1.0,[gdc] Aura jeans v1.0.zipmod,6.11
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura Necklace v1.0.zipmod,Aura Necklace,gdc,Aura Necklace,1.0,[gdc] Aura Necklace v1.0.zipmod,5.31
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura side pouchesfbx v1.0.zipmod,Aura side pouchesfbx,gdc,Aura side pouchesfbx,1.0,[gdc] Aura side pouchesfbx v1.0.zipmod,5.26
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Aura top v1.0.zipmod,Aura top,gdc,Aura top,1.0,[gdc] Aura top v1.0.zipmod,6.05
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ayane Bandana v1.0.0.zipmod,Ayane Bandana,gdc,Ayane Bandana,1.0.0,[gdc] Ayane Bandana v1.0.0.zipmod,0.24
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ayane Boots v1.0.zipmod,Ayane Boots,gdc,Ayane Boots,1.0,[gdc] Ayane Boots v1.0.zipmod,2.11
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ayane bracelet v1.0.0.zipmod,Ayane bracelet,gdc,Ayane bracelet,1.0.0,[gdc] Ayane bracelet v1.0.0.zipmod,1.62
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Baby doll sweater Christmas v1.0.0.zipmod,GDC Baby doll sweater Christmas UV.text,gdc,Baby doll sweater Christmas,1.0.0,[gdc] Baby doll sweater Christmas v1.0.0.zipmod,7.74
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Baby doll sweater v1.0.0.zipmod,GDC Baby doll sweater.text,gdc,Baby doll sweater,1.0.0,[gdc] Baby doll sweater v1.0.0.zipmod,6.96
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ballerina head edited v1.0.zipmod,Ballerina head edited,gdc,Ballerina head edited,1.0,[gdc] Ballerina head edited v1.0.zipmod,18.79
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ballerina head v1.0.zipmod,Ballerina head,gdc,Ballerina head,1.0,[gdc] Ballerina head v1.0.zipmod,18.72
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ballerina Jacket v1.0.zipmod,Ballerina Jacket,gdc,Ballerina Jacket,1.0,[gdc] Ballerina Jacket v1.0.zipmod,8.61
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Ballerina suit v1.0.zipmod,Ballerina suit,gdc,Ballerina suit,1.0,[gdc] Ballerina suit v1.0.zipmod,20.05
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bang jackie outfit v1.0.zipmod,Bang jackie outfit,gdc,Bang jackie outfit,1.0,[gdc] Bang jackie outfit v1.0.zipmod,34.62
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bang Jackier boots v1.0.zipmod,Bang Jackier boots,gdc,Bang Jackier boots,1.0,[gdc] Bang Jackier boots v1.0.zipmod,11.10
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Batman mask no v1.0.0.zipmod,Batman mask no,gdc,Batman mask no,1.0.0,[gdc] Batman mask no v1.0.0.zipmod,3.34
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Batman mask v1.0.0.zipmod,Batman mask,gdc,Batman mask,1.0.0,[gdc] Batman mask v1.0.0.zipmod,3.41
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonetta arms acc v1.0.zipmod,Bayonetta arms acc,gdc,Bayonetta arms acc,1.0,[gdc] Bayonetta arms acc v1.0.zipmod,1.32
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonetta back bow and hair v1.0.zipmod,Bayonetta back bow and hair,gdc,Bayonetta back bow and hair,1.0,[gdc] Bayonetta back bow and hair v1.0.zipmod,4.08
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonetta boots v1.0.zipmod,Bayonetta boots,gdc,Bayonetta boots,1.0,[gdc] Bayonetta boots v1.0.zipmod,5.50
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonetta Ear ring_acc v1.0.zipmod,Bayonetta Ear ring_acc,gdc,Bayonetta Ear ring_acc,1.0,[gdc] Bayonetta Ear ring_acc v1.0.zipmod,1.19
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonetta Guns v1.0.zipmod,Bayonetta Guns,gdc,Bayonetta Guns,1.0,[gdc] Bayonetta Guns v1.0.zipmod,3.56
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonetta top v1.0.zipmod,Bayonetta top,gdc,Bayonetta top,1.0,[gdc] Bayonetta top v1.0.zipmod,8.57
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonettasdasda pants v1.0.zipmod,Bayonettasdasda pants,gdc,Bayonettasdasda pants,1.0,[gdc] Bayonettasdasda pants v1.0.zipmod,1.58
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bayonettasdasda skirt v1.0.zipmod,Bayonettasdasda skirt,gdc,Bayonettasdasda skirt,1.0,[gdc] Bayonettasdasda skirt v1.0.zipmod,9.72
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] BGDC ResidentEvilRevelations top v1.0.0.zipmod,GDC ResidentEvilRevelations top,gdc,BGDC ResidentEvilRevelations top,1.0.0,[gdc] BGDC ResidentEvilRevelations top v1.0.0.zipmod,5.86
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] binkky blacked i v1.0.0.zipmod,binkky blacked i,gdc,binkky blacked i,1.0.0,[gdc] binkky blacked i v1.0.0.zipmod,3.39
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bio Hazard outfit male shoes v1.0.0.zipmod,Bio Hazard outfit male shoes,gdc,Bio Hazard outfit male shoes,1.0.0,[gdc] Bio Hazard outfit male shoes v1.0.0.zipmod,13.83
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bio Hazard outfit male v1.0.0.zipmod,Bio Hazard outfit male,gdc,Bio Hazard outfit male,1.0.0,[gdc] Bio Hazard outfit male v1.0.0.zipmod,16.04
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bio Hazard outfit mask cover v1.0.0.zipmod,Bio Hazard outfit mask cover,gdc,Bio Hazard outfit mask cover,1.0.0,[gdc] Bio Hazard outfit mask cover v1.0.0.zipmod,0.26
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black cat v1.0.zipmod,Black cat,gdc,Black cat,1.0,[gdc] Black cat v1.0.zipmod,2.18
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black desert Ranger bra v1.0.zipmod,Black desert Ranger bra,gdc,Black desert Ranger bra,1.0,[gdc] Black desert Ranger bra v1.0.zipmod,4.74
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black desert Ranger gloves v1.0.zipmod,Black desert Ranger gloves,gdc,Black desert Ranger gloves,1.0,[gdc] Black desert Ranger gloves v1.0.zipmod,2.74
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic Armor v1.0.zipmod,Black Magic armor,gdc,Black Magic Bandages,1.0,[gdc] Black Magic Bandages v1.0.zipmod,11.82
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic Bandages v1.0.zipmod,Black Magic Bandages,gdc,Black Magic Bandages,1.0,[gdc] Black Magic Bandages v1.0.zipmod,20.13
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic Chest armor v1.0.zipmod,Black Magic Chest armor,gdc,Black Magic Chest armor,1.0,[gdc] Black Magic Chest armor v1.0.zipmod,10.88
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic Gloves v1.0.zipmod,Black Magic Gloves,gdc,Black Magic Gloves,1.0,[gdc] Black Magic Gloves v1.0.zipmod,8.70
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic Heels v1.0.zipmod,Black Magic Heels,gdc,Black Magic Heels,1.0,[gdc] Black Magic Heels v1.0.zipmod,10.12
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic Hellm v1.0.zipmod,Black Magic Hellm,gdc,Black Magic Hellm,1.0,[gdc] Black Magic Hellm v1.0.zipmod,17.73
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Black Magic staff v1.0.zipmod,Black Magic staff,gdc,Black Magic staff,1.0,[gdc] Black Magic staff v1.0.zipmod,11.60
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blue mary belt v1.0.zipmod,Blue mary belt,gdc,Blue mary belt,1.0,[gdc] Blue mary belt v1.0.zipmod,4.68
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blue mary pants v1.0.zipmod,Blue mary pants,gdc,Blue mary pants,1.0,[gdc] Blue mary pants v1.0.zipmod,5.48
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blue mary shoes v1.0.zipmod,Blue mary shoes,gdc,Blue mary shoes,1.0,[gdc] Blue mary shoes v1.0.zipmod,5.15
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blue mary top v1.0.zipmod,Blue mary top,gdc,Blue mary top,1.0,[gdc] Blue mary top v1.0.zipmod,4.97
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blythe armor v1.0.0.zipmod,Blythe armor,gdc,Blythe armor,1.0.0,[gdc] Blythe armor v1.0.0.zipmod,6.08
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blythe Gloves v1.0.0.zipmod,Blythe Gloves,gdc,Blythe armor,1.0.0,[gdc] Blythe armor v1.0.0.zipmod,5.26
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Blythe Heels v1.0.0.zipmod,Blythe Heels,gdc,Blythe Heels,1.0.0,[gdc] Blythe Heels v1.0.0.zipmod,5.19
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bob sponge chanclas v1.0.zipmod,Bob sponge chanclas,gdc,Bob sponge chanclas,1.0,[gdc] Bob sponge chanclas v1.0.zipmod,0.55
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Boho chick clothing v1.0.0.zipmod,Boho chick clothing,gdc,Boho chick clothing,1.0.0,[gdc] Boho chick clothing v1.0.0.zipmod,9.01
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] booty shorrs pole dance v1.1.zipmod,booty shorrs pole dance,gdc,booty shorrs pole dance,1.1,[gdc] booty shorrs pole dance v1.1.zipmod,4.32
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bow Harness non tight v1.0.zipmod,Bow Harness non tight,gdc,Bow Harness non tight,1.0,[gdc] Bow Harness non tight v1.0.zipmod,3.90
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] boxing gloves v1.0.0.zipmod,boxing gloves,gdc,boxing gloves,1.0.0,[gdc] boxing gloves v1.0.0.zipmod,1.31
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte arm shield v1.0.0.zipmod,Bridgitte arm shield,gdc,Bridgitte arm shield,1.0.0,[gdc] Bridgitte arm shield v1.0.0.zipmod,5.13
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte Armor v1.0.0.zipmod,Bridgitte Armor,gdc,Bridgitte Armor,1.0.0,[gdc] Bridgitte Armor v1.0.0.zipmod,6.56
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte Back Banner v1.0.0.zipmod,Bridgitte Back Banner,gdc,Bridgitte Back Banner,1.0.0,[gdc] Bridgitte Back Banner v1.0.0.zipmod,5.22
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte Flail_acc v1.0.0.zipmod,Bridgitte Flail_acc,gdc,Bridgitte Flail_acc,1.0.0,[gdc] Bridgitte Flail_acc v1.0.0.zipmod,1.40
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte Hair acc 2 v1.0.0.zipmod,Bridgitte Hair acc 2,gdc,Bridgitte Hair acc 2,1.0.0,[gdc] Bridgitte Hair acc 2 v1.0.0.zipmod,5.05
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte Hair acc v1.0.0.zipmod,Bridgitte Hair acc,gdc,Bridgitte Hair acc,1.0.0,[gdc] Bridgitte Hair acc v1.0.0.zipmod,5.04
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte hand logo v1.0.0.zipmod,Bridgitte hand logo,gdc,Bridgitte hand logo,1.0.0,[gdc] Bridgitte hand logo v1.0.0.zipmod,5.13
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte Shield v1.0.0.zipmod,Bridgitte Shield,gdc,Bridgitte Shield,1.0.0,[gdc] Bridgitte Shield v1.0.0.zipmod,1.55
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Bridgitte skirt v1.0.0.zipmod,Bridgitte skirt,gdc,Bridgitte skirt,1.0.0,[gdc] Bridgitte skirt v1.0.0.zipmod,5.06
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] BSAA Helm v1.0.0.zipmod,BSAA Helm,gdc,BSAA Helm,1.0.0,[gdc] BSAA Helm v1.0.0.zipmod,2.69
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] BSAA jeans v1.0.0.zipmod,BSAA jeans,gdc,BSAA jeans,1.0.0,[gdc] BSAA jeans v1.0.0.zipmod,0.89
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] BSAA Shoes v1.0.0.zipmod,BSAA Shoes,gdc,BSAA Shoes,1.0.0,[gdc] BSAA Shoes v1.0.0.zipmod,0.45
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] BSAA Top v1.0.0.zipmod,BSAA Top,gdc,BSAA Top,1.0.0,[gdc] BSAA Top v1.0.0.zipmod,1.97
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] BW BSS Small round glasses v1.0.zipmod,BW BSS Small round glasses,gdc,BW BSS Small round glasses,1.0,[gdc] BW BSS Small round glasses v1.0.zipmod,3.53
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cammy sf6 GDC outfit v1.0.zipmod,Cammy sf6 GDC outfit,gdc,Cammy sf6 GDC outfit,1.0,[gdc] Cammy sf6 GDC outfit v1.0.zipmod,8.24
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cammy sf6 GDC v1.0.zipmod,Cammy sf6 GDC,gdc,Cammy sf6 GDC,1.0,[gdc] Cammy sf6 GDC v1.0.zipmod,3.90
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Casie cage leggings v1.0.0.zipmod,Casie cage leggings,gdc,Casie cage leggings,1.0.0,[gdc] Casie cage leggings v1.0.0.zipmod,6.72
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Casie cage shoes v1.0.0.zipmod,Casie cage shoes,gdc,Casie cage shoes,1.0.0,[gdc] Casie cage shoes v1.0.0.zipmod,10.39
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Casie cage sport bra v1.0.0.zipmod,Casie cage sport bra,gdc,Casie cage sport bra,1.0.0,[gdc] Casie cage sport bra v1.0.0.zipmod,8.51
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Casie cage sweater v1.0.0.zipmod,Casie cage sweater,gdc,Casie cage sweater,1.0.0,[gdc] Casie cage sweater v1.0.0.zipmod,10.40
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cat Woman Belt v1.0.zipmod,Cat Woman Belt,gdc,Cat Woman Belt,1.0,[gdc] Cat Woman Belt v1.0.zipmod,4.34
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cat Woman Hat v1.0.zipmod,Cat Woman Hat,gdc,Cat Woman Hat,1.0,[gdc] Cat Woman Hat v1.0.zipmod,4.54
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cat Woman outfit v1.0.zipmod,Cat Woman outfit,gdc,Cat Woman outfit,1.0,[gdc] Cat Woman outfit v1.0.zipmod,4.95
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] catalyst cloack v1.0.zipmod,catalyst cloack,gdc,catalyst cloack,1.0,[gdc] catalyst cloack v1.0.zipmod,5.88
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] catalyst mask v1.0.zipmod,catalyst mask,gdc,catalyst mask,1.0,[gdc] catalyst mask v1.0.zipmod,5.49
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] catalyst shoes v1.0.zipmod,catalyst shoes,gdc,catalyst shoes,1.0,[gdc] catalyst shoes v1.0.zipmod,5.70
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cave man Belt v1.0.zipmod,Cave man Belt,gdc,Cave man Belt,1.0,[gdc] Cave man Belt v1.0.zipmod,7.54
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cave man clothes v1.0.zipmod,Cave man clothes,gdc,Cave man clothes,1.0,[gdc] Cave man clothes v1.0.zipmod,3.76
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cave man club v1.0.zipmod,Cave man club,gdc,Cave man club,1.0,[gdc] Cave man club v1.0.zipmod,2.73
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] charming broom v1.0.zipmod,charming broom,gdc,charming broom,1.0,[gdc] charming broom v1.0.zipmod,6.80
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] charming dress v1.0.zipmod,charming dress,gdc,charming dress,1.0,[gdc] charming dress v1.0.zipmod,2.71
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] charming hat v1.0.zipmod,charming hat,gdc,charming hat,1.0,[gdc] charming hat v1.0.zipmod,1.29
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] charming necklace v1.0.zipmod,charming necklace,gdc,charming necklace,1.0,[gdc] charming necklace v1.0.zipmod,5.18
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] charming shoes v1.0.zipmod,charming shoes,gdc,charming shoes,1.0,[gdc] charming shoes v1.0.zipmod,2.26
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] China RG bottom v1.0.zipmod,China RG bottom,gdc,China RG bottom,1.0,[gdc] China RG bottom v1.0.zipmod,7.17
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Chloe aurora v1.0.0.zipmod,Chloe aurora,gdc,Chloe aurora,1.0.0,[gdc] Chloe aurora v1.0.0.zipmod,0.09
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] CHloe clothes navy v1.0.0.zipmod,CHloe clothes navy,gdc,CHloe clothes navy,1.0.0,[gdc] CHloe clothes navy v1.0.0.zipmod,2.89
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Chloe Hair v1.0.0.zipmod,Chloe Hair,gdc,Chloe Hair,1.0.0,[gdc] Chloe Hair v1.0.0.zipmod,17.03
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Chunli Boots v1.0.zipmod,Chunli Boots,gdc,Chunli Boots,1.0,[gdc] Chunli Boots v1.0.zipmod,4.66
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Chunli Bottom v1.0.0.zipmod,Chunli Bottom,gdc,Chunli Bottom,1.0.0,[gdc] Chunli Bottom v1.0.0.zipmod,6.13
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Chunli clothes v1.0.zipmod,Chunli clothes,gdc,Chunli clothes,1.0,[gdc] Chunli clothes v1.0.zipmod,5.40
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Chunli top v1.0.0.zipmod,Chunli top,gdc,Chunli top,1.0.0,[gdc] Chunli top v1.0.0.zipmod,6.41
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cissnei summer outfit v1.0.zipmod,Cissnei summer outfit,gdc,Cissnei summer outfit,1.0,[gdc] Cissnei summer outfit v1.0.zipmod,7.56
/mnt/e/Games/HS2/mods/Sideloader Modpack/GDC/[GDC] Cleric pants blue v1.0.zipmod,Cleric pants blue,gdc,Cleric pants blue,1.0,[gdc] Cleric pants blue v1.0.zipmod,5.06
